hcp_id,specialty,region,lon,lat,territory
HCP01476,Cardiology,West,-115.782,39.217,T2
HCP01477,Internal Medicine,Midwest,-87.593,43.567,T15
HCP01478,Geriatrics,Midwest,-92.675,35.68,T9
HCP01479,Internal Medicine,South,-84.485,35.182,T13
HCP01480,Endocrinology,West,-114.705,34.306,T0
HCP01481,Cardiology,Midwest,-91.828,41.577,T10
HCP01482,Endocrinology,Midwest,-97.52,42.832,T7
HCP01483,Nephrology,South,-92.504,32.394,T8
HCP01484,Internal Medicine,South,-88.429,30.499,T12
HCP01485,Internal Medicine,South,-99.544,29.097,T4
HCP01486,Cardiology,Northeast,-67.296,45.742,T19
HCP01487,Internal Medicine,West,-107.912,41.08,T6
HCP01488,Cardiology,Midwest,-90.111,40.938,T10
HCP01489,Internal Medicine,West,-115.193,41.023,T2
HCP01490,Nephrology,South,-94.135,30.569,T4
HCP01491,Endocrinology,Northeast,-67.442,38.412,T17
HCP01492,Cardiology,Northeast,-69.328,40.137,T18
HCP01493,Geriatrics,South,-91.0,31.006,T8
HCP01494,Internal Medicine,West,-109.057,41.513,T6
HCP01495,Cardiology,Northeast,-77.836,43.038,T15
HCP01496,Endocrinology,Northeast,-75.033,38.766,T17
HCP01497,Internal Medicine,West,-113.403,39.124,T2
HCP01498,Endocrinology,South,-89.068,34.504,T12
HCP01499,Nephrology,Northeast,-69.908,41.366,T18
HCP01500,Cardiology,South,-93.084,28.851,T8
HCP01501,Cardiology,West,-116.038,35.954,T1
HCP01502,Internal Medicine,West,-108.504,35.825,T5
HCP01503,Internal Medicine,Midwest,-91.644,42.992,T11
HCP01504,Internal Medicine,West,-114.024,43.875,T3
HCP01505,Internal Medicine,Northeast,-74.441,38.478,T17
HCP01506,Cardiology,South,-86.282,27.011,T12
HCP01507,Nephrology,Northeast,-69.524,42.425,T19
HCP01508,Internal Medicine,Midwest,-93.029,40.643,T10
HCP01509,Cardiology,West,-111.681,37.843,T5
HCP01510,Endocrinology,South,-86.711,33.531,T12
HCP01511,Endocrinology,Midwest,-92.105,36.688,T9
HCP01512,Cardiology,Northeast,-74.574,42.996,T19
HCP01513,Cardiology,Northeast,-66.898,37.292,T17
HCP01514,Internal Medicine,Midwest,-103.013,42.889,T7
HCP01515,Internal Medicine,Northeast,-76.265,41.834,T14
HCP01516,Cardiology,South,-87.548,33.931,T12
HCP01517,Cardiology,South,-90.781,29.374,T8
HCP01518,Cardiology,South,-89.178,30.077,T8
HCP01519,Geriatrics,West,-115.603,34.287,T0
HCP01520,Cardiology,West,-118.882,34.911,T1
HCP01521,Endocrinology,Northeast,-76.417,42.175,T14
HCP01522,Internal Medicine,West,-110.659,35.047,T5
HCP01523,Cardiology,West,-109.891,34.006,T4
HCP01524,Cardiology,Midwest,-93.213,44.387,T11
HCP01525,Nephrology,Northeast,-68.209,43.548,T19
HCP01526,Geriatrics,Midwest,-99.414,41.667,T6
HCP01527,Nephrology,Northeast,-70.533,37.77,T17
HCP01528,Geriatrics,Midwest,-89.542,43.741,T11
HCP01529,Internal Medicine,South,-89.426,33.506,T8
HCP01530,Cardiology,South,-89.689,34.265,T8
HCP01531,Endocrinology,Northeast,-74.132,41.783,T18
HCP01532,Endocrinology,Northeast,-65.497,42.28,T18
HCP01533,Endocrinology,South,-92.089,34.557,T8
HCP01534,Cardiology,Midwest,-81.623,37.261,T13
HCP01535,Cardiology,Northeast,-81.42,40.444,T14
HCP01536,Internal Medicine,Midwest,-89.361,42.285,T10
HCP01537,Endocrinology,Northeast,-76.461,38.731,T13
HCP01538,Internal Medicine,Midwest,-95.345,37.561,T5
HCP01539,Cardiology,South,-88.791,33.182,T12
HCP01540,Internal Medicine,South,-85.045,35.503,T13
HCP01541,Endocrinology,South,-98.041,34.263,T4
HCP01542,Internal Medicine,Midwest,-91.252,42.7,T11
HCP01543,Internal Medicine,Northeast,-75.772,42.462,T19
HCP01544,Internal Medicine,South,-98.621,34.37,T4
HCP01545,Internal Medicine,South,-88.513,29.966,T12
HCP01546,Endocrinology,South,-88.515,30.254,T12
HCP01547,Internal Medicine,South,-95.398,24.881,T4
HCP01548,Internal Medicine,Midwest,-96.524,43.416,T7
HCP01549,Cardiology,Northeast,-76.486,39.243,T14
HCP01550,Nephrology,South,-90.327,38.374,T9
HCP01551,Cardiology,Midwest,-98.15,40.251,T6
HCP01552,Cardiology,West,-112.055,39.612,T2
HCP01553,Geriatrics,Northeast,-80.812,38.678,T13
HCP01554,Cardiology,Midwest,-97.378,43.527,T7
HCP01555,Endocrinology,South,-95.676,32.614,T4
HCP01556,Cardiology,Midwest,-92.726,42.235,T10
HCP01557,Cardiology,West,-110.856,34.737,T4
HCP01558,Internal Medicine,Midwest,-93.425,41.036,T10
HCP01559,Internal Medicine,South,-86.291,32.308,T12
HCP01560,Internal Medicine,Northeast,-74.938,40.434,T18
HCP01561,Internal Medicine,Midwest,-99.851,42.354,T7
HCP01562,Cardiology,South,-84.878,33.821,T12
HCP01563,Nephrology,Midwest,-93.084,40.815,T10
HCP01564,Geriatrics,West,-115.176,38.558,T1
HCP01565,Cardiology,South,-87.96,31.737,T12
HCP01566,Endocrinology,Northeast,-73.621,38.445,T17
HCP01567,Cardiology,West,-105.629,39.742,T6
HCP01568,Internal Medicine,South,-94.786,29.411,T4
HCP01569,Geriatrics,Midwest,-92.888,43.517,T11
HCP01570,Endocrinology,Midwest,-97.827,47.152,T7
HCP01571,Internal Medicine,Midwest,-88.618,41.758,T14
HCP01572,Cardiology,Midwest,-88.298,41.298,T14
HCP01573,Endocrinology,Midwest,-95.537,44.049,T7
HCP01574,Internal Medicine,South,-97.79,31.092,T4
HCP01575,Internal Medicine,Northeast,-68.082,41.48,T18
HCP01576,Geriatrics,Northeast,-68.692,40.825,T18
HCP01577,Endocrinology,West,-118.008,40.649,T2
HCP01578,Internal Medicine,West,-120.854,35.49,T1
HCP01579,Cardiology,West,-116.028,42.562,T3
HCP01580,Nephrology,Northeast,-66.868,39.308,T18
HCP01581,Nephrology,Midwest,-93.609,43.216,T7
HCP01582,Cardiology,West,-113.59,36.083,T1
HCP01583,Endocrinology,Northeast,-72.63,40.034,T18
HCP01584,Cardiology,South,-99.1,34.031,T4
HCP01585,Endocrinology,Northeast,-77.197,36.767,T13
HCP01586,Endocrinology,South,-87.605,28.22,T12
HCP01587,Cardiology,West,-118.631,38.127,T1
HCP01588,Endocrinology,West,-109.331,38.846,T5
HCP01589,Internal Medicine,Northeast,-72.302,49.641,T19
HCP01590,Geriatrics,West,-111.765,45.114,T3
HCP01591,Internal Medicine,West,-117.09,34.722,T0
HCP01592,Endocrinology,Northeast,-73.965,42.021,T18
HCP01593,Nephrology,South,-89.864,30.178,T8
HCP01594,Geriatrics,West,-114.071,40.773,T2
HCP01595,Cardiology,Northeast,-72.349,41.38,T18
HCP01596,Nephrology,Northeast,-72.253,48.829,T19
HCP01597,Cardiology,West,-121.982,36.062,T1
HCP01598,Internal Medicine,Northeast,-68.884,42.645,T19
HCP01599,Internal Medicine,West,-115.977,42.879,T3
HCP01600,Endocrinology,Midwest,-96.92,41.927,T6
HCP01601,Internal Medicine,South,-85.649,31.847,T12
HCP01602,Cardiology,Northeast,-70.317,38.607,T17
HCP01603,Internal Medicine,Midwest,-87.266,40.312,T14
HCP01604,Internal Medicine,Northeast,-70.816,37.444,T17
HCP01605,Geriatrics,Northeast,-71.474,41.228,T18
HCP01606,Endocrinology,South,-93.74,32.992,T4
HCP01607,Internal Medicine,Northeast,-68.722,39.212,T18
HCP01608,Geriatrics,West,-111.843,42.397,T3
HCP01609,Internal Medicine,West,-111.155,37.844,T5
HCP01610,Internal Medicine,West,-111.401,39.961,T6
HCP01611,Internal Medicine,West,-113.823,37.78,T1
HCP01612,Cardiology,Midwest,-101.783,39.007,T5
HCP01613,Internal Medicine,Midwest,-95.429,35.201,T5
HCP01614,Geriatrics,Northeast,-68.083,41.445,T18
HCP01615,Geriatrics,West,-120.26,40.35,T2
HCP01616,Internal Medicine,Northeast,-71.805,42.886,T19
HCP01617,Internal Medicine,South,-89.201,34.311,T8
HCP01618,Endocrinology,West,-119.334,29.723,T0
HCP01619,Cardiology,West,-107.596,40.164,T6
HCP01620,Endocrinology,West,-110.03,37.034,T5
HCP01621,Internal Medicine,Northeast,-74.348,45.867,T19
HCP01622,Internal Medicine,West,-115.163,42.289,T2
HCP01623,Cardiology,Northeast,-76.928,45.97,T15
HCP01624,Nephrology,South,-86.525,34.026,T12
HCP01625,Nephrology,Midwest,-91.481,43.055,T11
HCP01626,Cardiology,Northeast,-74.474,43.09,T19
HCP01627,Endocrinology,Midwest,-92.871,43.315,T11
HCP01628,Geriatrics,West,-113.156,36.353,T1
HCP01629,Cardiology,Midwest,-90.816,41.808,T10
HCP01630,Internal Medicine,Northeast,-76.551,38.59,T13
HCP01631,Cardiology,South,-91.247,31.786,T8
HCP01632,Cardiology,South,-87.778,32.915,T12
HCP01633,Cardiology,Northeast,-73.639,44.482,T19
HCP01634,Nephrology,Northeast,-70.396,42.315,T19
HCP01635,Endocrinology,West,-117.273,36.924,T1
HCP01636,Cardiology,South,-89.459,29.009,T8
HCP01637,Internal Medicine,Midwest,-90.566,43.315,T11
HCP01638,Internal Medicine,South,-88.562,31.758,T12
HCP01639,Cardiology,West,-109.412,36.886,T5
HCP01640,Nephrology,Midwest,-91.386,39.415,T10
HCP01641,Nephrology,Midwest,-88.121,42.749,T15
HCP01642,Internal Medicine,Northeast,-73.184,45.888,T19
HCP01643,Cardiology,Northeast,-75.312,46.934,T19
HCP01644,Endocrinology,Midwest,-90.526,42.944,T11
HCP01645,Nephrology,South,-92.238,40.259,T10
HCP01646,Endocrinology,Northeast,-79.941,37.275,T13
HCP01647,Geriatrics,Northeast,-67.756,43.671,T19
HCP01648,Internal Medicine,Midwest,-90.155,45.357,T11
HCP01649,Internal Medicine,South,-92.218,36.328,T9
HCP01650,Cardiology,South,-88.53,28.825,T12
HCP01651,Internal Medicine,Northeast,-71.999,41.606,T18
HCP01652,Internal Medicine,Northeast,-69.596,43.355,T19
HCP01653,Nephrology,West,-117.964,36.026,T1
HCP01654,Cardiology,West,-115.885,36.703,T1
HCP01655,Geriatrics,West,-106.027,40.896,T6
HCP01656,Nephrology,Northeast,-78.056,41.348,T14
HCP01657,Cardiology,Midwest,-88.917,44.032,T15
HCP01658,Cardiology,West,-112.797,39.118,T2
HCP01659,Endocrinology,West,-112.18,34.825,T1
HCP01660,Cardiology,Northeast,-70.751,43.811,T19
HCP01661,Internal Medicine,Northeast,-72.832,38.852,T17
HCP01662,Internal Medicine,South,-90.362,33.733,T8
HCP01663,Nephrology,South,-86.637,30.927,T12
HCP01664,Internal Medicine,West,-119.346,33.011,T0
HCP01665,Internal Medicine,South,-91.822,36.311,T9
HCP01666,Endocrinology,South,-93.115,31.385,T8
HCP01667,Geriatrics,Midwest,-89.202,40.723,T10
HCP01668,Cardiology,West,-110.114,36.786,T5
HCP01669,Internal Medicine,West,-114.043,40.491,T2
HCP01670,Nephrology,Northeast,-80.677,46.042,T15
HCP01671,Endocrinology,Northeast,-72.649,46.749,T19
HCP01672,Internal Medicine,West,-114.359,32.98,T0
HCP01673,Cardiology,West,-110.795,37.468,T5
HCP01674,Geriatrics,Northeast,-76.91,42.818,T15
HCP01675,Endocrinology,South,-87.807,31.815,T12
HCP01676,Internal Medicine,Northeast,-72.218,42.129,T18
HCP01677,Endocrinology,Midwest,-99.903,45.581,T7
HCP01678,Endocrinology,South,-92.148,27.221,T8
HCP01679,Cardiology,Midwest,-92.669,40.216,T10
HCP01680,Nephrology,Northeast,-70.977,43.33,T19
HCP01681,Endocrinology,Northeast,-73.328,45.325,T19
HCP01682,Cardiology,Midwest,-89.92,42.632,T11
HCP01683,Internal Medicine,South,-83.891,28.528,T12
HCP01684,Nephrology,Northeast,-76.746,46.924,T15
HCP01685,Internal Medicine,South,-92.643,33.065,T8
HCP01686,Endocrinology,Midwest,-96.21,37.832,T5
HCP01687,Internal Medicine,Midwest,-91.465,39.9,T10
HCP01688,Internal Medicine,Midwest,-92.205,44.002,T11
HCP01689,Geriatrics,South,-83.64,35.425,T13
HCP01690,Endocrinology,Northeast,-70.643,39.808,T18
HCP01691,Cardiology,Midwest,-84.809,39.307,T14
HCP01692,Geriatrics,Northeast,-73.243,46.098,T19
HCP01693,Cardiology,West,-113.011,39.303,T2
HCP01694,Cardiology,Midwest,-98.719,41.604,T6
HCP01695,Internal Medicine,Northeast,-68.395,38.703,T17
HCP01696,Cardiology,South,-88.399,32.397,T12
HCP01697,Endocrinology,Midwest,-95.5,47.14,T7
HCP01698,Internal Medicine,South,-91.401,28.406,T8
HCP01699,Endocrinology,Northeast,-74.855,44.768,T19
HCP01700,Internal Medicine,South,-92.635,32.907,T8
HCP01701,Internal Medicine,Midwest,-93.131,38.498,T9
HCP01702,Internal Medicine,West,-111.263,36.07,T5
HCP01703,Internal Medicine,South,-86.203,26.624,T12
HCP01704,Internal Medicine,Midwest,-88.317,37.648,T13
HCP01705,Cardiology,Northeast,-71.9,40.787,T18
HCP01706,Nephrology,Midwest,-91.902,46.706,T11
HCP01707,Cardiology,South,-84.238,32.253,T12
HCP01708,Cardiology,West,-116.71,38.569,T1
HCP01709,Endocrinology,South,-89.505,34.018,T8
HCP01710,Cardiology,Northeast,-65.912,46.836,T19
HCP01711,Internal Medicine,Midwest,-104.098,45.069,T7
HCP01712,Endocrinology,Northeast,-70.995,40.281,T18
HCP01713,Endocrinology,South,-92.003,30.557,T8
HCP01714,Cardiology,Midwest,-91.238,42.899,T11
HCP01715,Nephrology,South,-92.77,33.943,T8
HCP01716,Endocrinology,West,-121.271,39.321,T2
HCP01717,Nephrology,South,-92.317,34.25,T8
HCP01718,Internal Medicine,South,-84.207,35.17,T13
HCP01719,Endocrinology,West,-114.11,40.549,T2
HCP01720,Geriatrics,South,-90.553,30.886,T8
HCP01721,Endocrinology,Midwest,-86.69,41.455,T14
HCP01722,Cardiology,Midwest,-93.26,38.944,T9
HCP01723,Internal Medicine,Northeast,-79.583,40.701,T14
HCP01724,Internal Medicine,West,-106.902,38.469,T5
HCP01725,Cardiology,Midwest,-91.24,40.606,T10
HCP01726,Endocrinology,West,-112.991,40.764,T2
HCP01727,Cardiology,South,-96.218,37.004,T5
HCP01728,Cardiology,Midwest,-90.621,38.505,T9
HCP01729,Endocrinology,West,-116.033,39.075,T2
HCP01730,Endocrinology,West,-114.801,37.825,T1
HCP01731,Nephrology,Northeast,-73.113,47.452,T19
HCP01732,Nephrology,West,-116.408,36.122,T1
HCP01733,Geriatrics,Northeast,-69.42,37.394,T17
HCP01734,Endocrinology,South,-91.081,30.817,T8
HCP01735,Cardiology,Midwest,-89.128,42.802,T15
HCP01736,Internal Medicine,West,-112.241,40.567,T2
HCP01737,Internal Medicine,South,-89.746,33.946,T8
HCP01738,Cardiology,West,-116.593,39.31,T2
HCP01739,Internal Medicine,Northeast,-73.997,38.067,T17
HCP01740,Internal Medicine,Northeast,-76.506,37.996,T13
HCP01741,Cardiology,Northeast,-76.055,42.44,T19
HCP01742,Internal Medicine,West,-117.27,40.669,T2
HCP01743,Endocrinology,Midwest,-86.619,43.209,T15
HCP01744,Internal Medicine,West,-114.751,39.028,T1
HCP01745,Endocrinology,South,-88.079,29.031,T12
HCP01746,Endocrinology,South,-90.264,35.905,T9
HCP01747,Nephrology,West,-118.738,37.76,T1
HCP01748,Cardiology,Midwest,-92.305,39.827,T10
HCP01749,Cardiology,Midwest,-98.242,44.711,T7
HCP01750,Nephrology,West,-107.604,39.58,T6
HCP01751,Nephrology,South,-86.552,27.665,T12
HCP01752,Cardiology,West,-116.763,36.268,T1
HCP01753,Internal Medicine,Northeast,-68.068,42.402,T19
HCP01754,Geriatrics,Northeast,-73.321,42.497,T19
HCP01755,Endocrinology,Northeast,-75.549,38.617,T17
HCP01756,Internal Medicine,Northeast,-71.289,43.361,T19
HCP01757,Nephrology,West,-112.864,37.766,T1
HCP01758,Cardiology,Northeast,-69.861,43.766,T19
HCP01759,Internal Medicine,Midwest,-90.961,37.898,T9
HCP01760,Cardiology,South,-86.052,32.867,T12
HCP01761,Cardiology,South,-90.826,27.344,T8
HCP01762,Endocrinology,Northeast,-70.58,44.092,T19
HCP01763,Nephrology,Northeast,-68.563,39.23,T18
HCP01764,Internal Medicine,South,-94.67,26.835,T4
HCP01765,Internal Medicine,Midwest,-98.866,45.364,T7
HCP01766,Nephrology,South,-89.493,30.313,T8
HCP01767,Nephrology,South,-77.354,31.028,T12
HCP01768,Cardiology,Midwest,-89.862,40.832,T10
HCP01769,Cardiology,South,-90.138,29.678,T8
HCP01770,Geriatrics,South,-85.384,30.081,T12
HCP01771,Nephrology,Northeast,-77.857,39.331,T14
HCP01772,Cardiology,Midwest,-89.327,45.313,T11
HCP01773,Cardiology,South,-90.052,30.797,T8
HCP01774,Internal Medicine,West,-118.356,34.21,T0
HCP01775,Nephrology,West,-117.143,36.937,T1
HCP01776,Internal Medicine,West,-119.137,35.866,T1
HCP01777,Geriatrics,Midwest,-91.496,46.432,T11
HCP01778,Nephrology,West,-118.325,35.985,T1
HCP01779,Internal Medicine,Midwest,-92.313,39.225,T10
HCP01780,Geriatrics,Northeast,-74.278,44.929,T19
HCP01781,Internal Medicine,Northeast,-79.254,45.782,T15
HCP01782,Endocrinology,Midwest,-93.977,44.68,T7
HCP01783,Nephrology,Midwest,-89.888,36.664,T9
HCP01784,Internal Medicine,South,-94.137,33.449,T4
HCP01785,Cardiology,South,-98.013,33.253,T4
HCP01786,Internal Medicine,West,-122.993,44.355,T3
HCP01787,Endocrinology,West,-107.982,35.088,T5
HCP01788,Nephrology,West,-112.731,39.513,T2
HCP01789,Endocrinology,West,-117.788,41.304,T2
HCP01790,Nephrology,West,-109.707,37.863,T5
HCP01791,Endocrinology,South,-94.483,32.539,T4
HCP01792,Geriatrics,Midwest,-93.298,48.658,T11
HCP01793,Geriatrics,West,-117.934,34.143,T0
HCP01794,Internal Medicine,South,-94.2,35.014,T5
HCP01795,Cardiology,South,-94.431,29.69,T4
HCP01796,Nephrology,Midwest,-93.388,45.371,T11
HCP01797,Endocrinology,South,-92.379,28.344,T8
HCP01798,Cardiology,Northeast,-77.517,42.761,T15
HCP01799,Endocrinology,Midwest,-99.38,43.823,T7
HCP01800,Endocrinology,Northeast,-78.973,40.411,T14
HCP01801,Endocrinology,South,-96.116,31.128,T4
HCP01802,Endocrinology,Midwest,-100.509,45.258,T7
HCP01803,Geriatrics,West,-110.576,40.912,T6
HCP01804,Internal Medicine,Midwest,-92.271,44.542,T11
HCP01805,Internal Medicine,Northeast,-71.312,42.13,T18
HCP01806,Nephrology,Midwest,-94.623,38.585,T5
HCP01807,Internal Medicine,South,-85.962,39.391,T14
HCP01808,Endocrinology,South,-91.641,30.383,T8
HCP01809,Internal Medicine,Northeast,-79.834,42.996,T15
HCP01810,Cardiology,Midwest,-96.442,42.5,T7
HCP01811,Cardiology,West,-112.58,31.427,T0
HCP01812,Nephrology,Northeast,-75.908,43.4,T19
HCP01813,Internal Medicine,Midwest,-89.594,37.729,T9
HCP01814,Cardiology,Midwest,-98.291,42.532,T7
HCP01815,Internal Medicine,Midwest,-99.961,44.784,T7
HCP01816,Internal Medicine,South,-91.499,36.684,T9
HCP01817,Nephrology,South,-85.577,36.849,T13
HCP01818,Internal Medicine,South,-96.818,33.165,T4
HCP01819,Nephrology,Northeast,-70.014,39.64,T18
HCP01820,Cardiology,Northeast,-72.478,50.114,T19
HCP01821,Internal Medicine,Midwest,-91.862,41.879,T10
HCP01822,Endocrinology,West,-113.709,34.334,T0
HCP01823,Endocrinology,Midwest,-97.651,41.287,T6
HCP01824,Cardiology,Midwest,-87.369,39.793,T14
HCP01825,Cardiology,Northeast,-77.869,46.1,T15
HCP01826,Endocrinology,Midwest,-95.261,41.824,T6
HCP01827,Cardiology,Midwest,-89.421,43.07,T11
HCP01828,Cardiology,West,-113.447,40.91,T2
HCP01829,Nephrology,West,-120.325,43.101,T3
HCP01830,Internal Medicine,Northeast,-75.363,42.917,T19
HCP01831,Cardiology,Midwest,-98.531,44.307,T7
HCP01832,Internal Medicine,Northeast,-75.489,38.888,T17
HCP01833,Nephrology,West,-111.546,36.815,T5
HCP01834,Endocrinology,Northeast,-71.56,43.262,T19
HCP01835,Endocrinology,Northeast,-73.944,49.724,T19
HCP01836,Internal Medicine,Northeast,-69.344,44.564,T19
HCP01837,Endocrinology,West,-111.763,38.206,T1
HCP01838,Endocrinology,South,-91.1,30.096,T8
HCP01839,Cardiology,Northeast,-80.668,46.081,T15
HCP01840,Endocrinology,West,-116.723,47.306,T3
HCP01841,Internal Medicine,South,-88.752,36.628,T13
HCP01842,Cardiology,Northeast,-70.266,41.239,T18
HCP01843,Endocrinology,West,-108.802,36.494,T5
HCP01844,Cardiology,Northeast,-74.089,33.631,T16
HCP01845,Nephrology,Northeast,-68.805,42.679,T19
HCP01846,Cardiology,South,-91.331,26.825,T8
HCP01847,Internal Medicine,West,-116.489,38.824,T1
HCP01848,Cardiology,Midwest,-97.302,40.556,T6
HCP01849,Internal Medicine,Midwest,-95.546,39.246,T6
HCP01850,Cardiology,Midwest,-94.745,38.967,T5
HCP01851,Cardiology,Northeast,-73.832,45.27,T19
HCP01852,Cardiology,Midwest,-101.079,42.044,T6
HCP01853,Cardiology,Midwest,-96.357,39.926,T6
HCP01854,Internal Medicine,West,-112.89,38.789,T1
HCP01855,Nephrology,Northeast,-75.061,37.375,T17
HCP01856,Endocrinology,West,-120.106,40.115,T2
HCP01857,Cardiology,Northeast,-81.59,46.459,T15
HCP01858,Internal Medicine,Northeast,-74.704,42.262,T18
HCP01859,Cardiology,South,-91.636,33.347,T8
HCP01860,Geriatrics,South,-87.467,25.894,T12
HCP01861,Geriatrics,South,-92.959,33.188,T8
HCP01862,Cardiology,West,-121.783,37.62,T1
HCP01863,Nephrology,Northeast,-74.147,37.735,T17
HCP01864,Endocrinology,South,-91.346,31.402,T8
HCP01865,Internal Medicine,West,-118.49,42.202,T2
HCP01866,Endocrinology,South,-94.054,31.079,T4
HCP01867,Internal Medicine,South,-89.411,33.373,T8
HCP01868,Internal Medicine,Northeast,-76.387,43.064,T15
HCP01869,Cardiology,South,-85.423,32.713,T12
HCP01870,Nephrology,Midwest,-102.137,40.53,T6
HCP01871,Internal Medicine,South,-89.473,28.978,T8
HCP01872,Cardiology,Northeast,-75.476,44.793,T19
HCP01873,Internal Medicine,West,-120.79,37.604,T1
HCP01874,Cardiology,South,-89.294,32.976,T8
HCP01875,Cardiology,West,-115.649,37.851,T1
HCP01876,Endocrinology,Midwest,-96.805,38.167,T5
HCP01877,Endocrinology,South,-87.35,37.332,T13
HCP01878,Internal Medicine,Midwest,-91.809,37.932,T9
HCP01879,Internal Medicine,South,-92.179,30.191,T8
HCP01880,Endocrinology,West,-114.009,33.763,T0
HCP01881,Endocrinology,West,-116.534,36.674,T1
HCP01882,Endocrinology,South,-92.445,30.162,T8
HCP01883,Cardiology,Northeast,-65.575,43.246,T19
HCP01884,Endocrinology,Midwest,-90.981,37.592,T9
HCP01885,Nephrology,South,-90.13,29.746,T8
HCP01886,Internal Medicine,South,-99.384,32.722,T4
HCP01887,Cardiology,South,-87.958,31.908,T12
HCP01888,Internal Medicine,South,-92.958,30.873,T8
HCP01889,Cardiology,Northeast,-74.08,38.772,T17
HCP01890,Internal Medicine,Midwest,-96.596,38.887,T5
HCP01891,Nephrology,Northeast,-66.365,46.603,T19
HCP01892,Internal Medicine,West,-113.644,38.844,T1
HCP01893,Geriatrics,Midwest,-87.835,40.807,T14
HCP01894,Cardiology,South,-92.421,32.607,T8
HCP01895,Geriatrics,West,-117.482,36.004,T1
HCP01896,Endocrinology,West,-119.374,33.02,T0
HCP01897,Endocrinology,South,-84.744,30.677,T12
HCP01898,Internal Medicine,Northeast,-73.187,45.96,T19
HCP01899,Cardiology,West,-123.107,39.504,T2
HCP01900,Internal Medicine,West,-115.876,34.816,T1
HCP01901,Endocrinology,South,-90.337,33.495,T8
HCP01902,Endocrinology,South,-89.872,33.938,T8
HCP01903,Geriatrics,Midwest,-90.856,38.561,T9
HCP01904,Nephrology,South,-88.996,35.327,T13
HCP01905,Geriatrics,Midwest,-94.465,40.101,T6
HCP01906,Internal Medicine,South,-91.727,27.296,T8
HCP01907,Internal Medicine,West,-113.014,40.436,T2
HCP01908,Endocrinology,Midwest,-91.726,40.912,T10
HCP01909,Internal Medicine,Northeast,-74.403,44.026,T19
HCP01910,Nephrology,Midwest,-100.097,41.28,T6
HCP01911,Endocrinology,South,-91.986,28.827,T8
HCP01912,Internal Medicine,West,-113.896,36.896,T1
HCP01913,Internal Medicine,West,-113.949,40.831,T2
HCP01914,Endocrinology,South,-95.897,24.858,T4
HCP01915,Internal Medicine,Midwest,-90.677,40.352,T10
HCP01916,Nephrology,South,-91.241,30.736,T8
HCP01917,Internal Medicine,West,-110.807,32.605,T4
HCP01918,Internal Medicine,Northeast,-66.966,40.453,T18
HCP01919,Endocrinology,South,-88.621,28.331,T12
HCP01920,Endocrinology,South,-94.032,32.637,T4
HCP01921,Cardiology,South,-88.382,39.25,T14
HCP01922,Geriatrics,West,-117.148,42.038,T2
HCP01923,Cardiology,South,-88.509,30.563,T12
HCP01924,Endocrinology,South,-90.54,33.094,T8
HCP01925,Internal Medicine,Northeast,-78.101,42.512,T15
HCP01926,Internal Medicine,Midwest,-95.857,37.108,T5
HCP01927,Internal Medicine,West,-119.543,44.753,T3
HCP01928,Nephrology,West,-116.997,40.125,T2
HCP01929,Endocrinology,South,-87.614,31.221,T12
HCP01930,Cardiology,Northeast,-77.811,39.233,T14
HCP01931,Internal Medicine,West,-122.446,33.727,T0
HCP01932,Internal Medicine,Northeast,-74.259,38.926,T17
HCP01933,Internal Medicine,West,-106.953,39.411,T6
HCP01934,Internal Medicine,West,-122.506,39.273,T2
HCP01935,Nephrology,South,-92.123,33.212,T8
HCP01936,Nephrology,West,-121.796,39.422,T2
HCP01937,Internal Medicine,Northeast,-79.634,36.719,T13
HCP01938,Cardiology,South,-83.539,38.397,T13
HCP01939,Endocrinology,West,-116.507,37.066,T1
HCP01940,Cardiology,Northeast,-73.735,40.017,T18
HCP01941,Internal Medicine,West,-117.296,36.541,T1
HCP01942,Endocrinology,South,-80.047,30.336,T12
HCP01943,Internal Medicine,Midwest,-85.229,48.534,T15
HCP01944,Cardiology,South,-85.911,35.963,T13
HCP01945,Cardiology,Northeast,-69.026,40.272,T18
HCP01946,Cardiology,West,-119.707,33.262,T0
HCP01947,Nephrology,South,-94.06,34.243,T4
HCP01948,Nephrology,West,-117.89,37.044,T1
HCP01949,Internal Medicine,Northeast,-79.05,42.975,T15
HCP01950,Internal Medicine,Midwest,-91.128,45.97,T11
HCP01951,Internal Medicine,West,-115.119,37.427,T1
HCP01952,Geriatrics,Northeast,-71.642,40.728,T18
HCP01953,Endocrinology,South,-87.126,28.567,T12
HCP01954,Internal Medicine,Midwest,-97.481,42.705,T7
HCP01955,Endocrinology,West,-110.131,36.427,T5
HCP01956,Endocrinology,Midwest,-98.729,48.651,T7
HCP01957,Internal Medicine,West,-126.784,39.021,T1
HCP01958,Nephrology,West,-114.453,36.725,T1
HCP01959,Cardiology,Midwest,-98.664,43.42,T7
HCP01960,Endocrinology,Northeast,-73.755,42.509,T19
HCP01961,Endocrinology,Northeast,-76.004,36.868,T17
HCP01962,Internal Medicine,Midwest,-93.503,39.179,T10
HCP01963,Cardiology,South,-91.254,33.521,T8
HCP01964,Endocrinology,South,-94.742,28.345,T4
HCP01965,Cardiology,South,-93.113,30.856,T8
HCP01966,Internal Medicine,South,-91.214,29.149,T8
HCP01967,Geriatrics,Midwest,-89.511,36.272,T9
